concentration,measurement,fit,stderr,serum,virus,upper,lower
0.00904468306707525,,0.07480551365039012,,dimeric-bEFNB3,NiV-pseudo,,
0.00947377618464823,,0.0718670707936215,,dimeric-bEFNB3,NiV-pseudo,,
0.009923226113198782,,0.06903544049176583,,dimeric-bEFNB3,NiV-pseudo,,
0.010393998609892905,,0.06630740841803041,,dimeric-bEFNB3,NiV-pseudo,,
0.01088710524884232,,0.06367980448167906,,dimeric-bEFNB3,NiV-pseudo,,
0.010893,0.00047000000000000004,0.06364969928196738,4.000000000000001e-05,dimeric-bEFNB3,NiV-pseudo,0.00051,0.00043000000000000004
0.011403605594728021,,0.06114950679208544,,dimeric-bEFNB3,NiV-pseudo,,
0.011944609479543724,,0.05871344515399583,,dimeric-bEFNB3,NiV-pseudo,,
0.012511279387351387,,0.05636860412116443,,dimeric-bEFNB3,NiV-pseudo,,
0.013104832952173108,,0.05411202563529111,,dimeric-bEFNB3,NiV-pseudo,,
0.013726545574386573,,0.05194081127678847,,dimeric-bEFNB3,NiV-pseudo,,
0.014377753161246301,,0.04985212415335128,,dimeric-bEFNB3,NiV-pseudo,,
0.015059854997419199,,0.04784319045163153,,dimeric-bEFNB3,NiV-pseudo,,
0.01577431675170256,,0.04591130067654651,,dimeric-bEFNB3,NiV-pseudo,,
0.016522673626385233,,0.044053810601892895,,dimeric-bEFNB3,NiV-pseudo,,
0.0173065336560191,,0.04226814195502184,,dimeric-bEFNB3,NiV-pseudo,,
0.018127581162689144,,0.04055178285736343,,dimeric-bEFNB3,NiV-pseudo,,
0.018987580375206693,,0.038902288041589864,,dimeric-bEFNB3,NiV-pseudo,,
0.01988837922000243,,0.03731727886518705,,dimeric-bEFNB3,NiV-pseudo,,
0.020831913291865064,,0.03579444313917338,,dimeric-bEFNB3,NiV-pseudo,,
0.021820210013057628,,0.03433153478967514,,dimeric-bEFNB3,NiV-pseudo,,
0.022855392989748452,,0.03292637336904466,,dimeric-bEFNB3,NiV-pseudo,,
0.023939686575117615,,0.031576843432200276,,dimeric-bEFNB3,NiV-pseudo,,
0.025075420648943924,,0.030280893792879862,,dimeric-bEFNB3,NiV-pseudo,,
0.026265035623942553,,0.029036536673538046,,dimeric-bEFNB3,NiV-pseudo,,
0.027511087689610705,,0.027841846761685708,,dimeric-bEFNB3,NiV-pseudo,,
0.028816254304849076,,0.026694960184570016,,dimeric-bEFNB3,NiV-pseudo,,
0.03018333995116149,,0.025594073413229224,,dimeric-bEFNB3,NiV-pseudo,,
0.031615282158794535,,0.024537442106128588,,dimeric-bEFNB3,NiV-pseudo,,
0.03268,5e-06,0.02380853567071894,4.9999999999999996e-06,dimeric-bEFNB3,NiV-pseudo,9.999999999999999e-06,8.470329472543003e-22
0.03311515781876647,,0.023523379901792818,,dimeric-bEFNB3,NiV-pseudo,,
0.034686189794347976,,0.02255025716909996,,dimeric-bEFNB3,NiV-pseudo,,
0.03633175384620122,,0.02161649972318825,,dimeric-bEFNB3,NiV-pseudo,,
0.03805538588605796,,0.020720587514253538,,dimeric-bEFNB3,NiV-pseudo,,
0.039860789574522604,,0.019861053295879495,,dimeric-bEFNB3,NiV-pseudo,,
0.04175184427932646,,0.019036481278944493,,dimeric-bEFNB3,NiV-pseudo,,
0.0437326134111332,,0.018245505776588233,,dimeric-bEFNB3,NiV-pseudo,,
0.045807353154807294,,0.017486809845195597,,dimeric-bEFNB3,NiV-pseudo,,
0.04798052161490665,,0.016759123925864802,,dimeric-bEFNB3,NiV-pseudo,,
0.05025678839505106,,0.016061224490369237,,dimeric-bEFNB3,NiV-pseudo,,
0.05264104463174984,,0.01539193269519742,,dimeric-bEFNB3,NiV-pseudo,,
0.055138413504249216,,0.01475011304686057,,dimeric-bEFNB3,NiV-pseudo,,
0.057754261242982316,,0.014134672081291707,,dimeric-bEFNB3,NiV-pseudo,,
0.06049420866027632,,0.013544557059822626,,dimeric-bEFNB3,NiV-pseudo,,
0.06336414322809332,,0.012978754683913228,,dimeric-bEFNB3,NiV-pseudo,,
0.06637023172875703,,0.012436289830521113,,dimeric-bEFNB3,NiV-pseudo,,
0.069518933505849,,0.011916224309735837,,dimeric-bEFNB3,NiV-pseudo,,
0.07281701434374611,,0.011417655646061165,,dimeric-bEFNB3,NiV-pseudo,,
0.07627156100562468,,0.010939715884507371,,dimeric-bEFNB3,NiV-pseudo,,
0.07988999646116843,,0.010481570422454877,,dimeric-bEFNB3,NiV-pseudo,,
0.08368009583670157,,0.010042416868066732,,dimeric-bEFNB3,NiV-pseudo,,
0.08765000312201975,,0.009621483925861131,,dimeric-bEFNB3,NiV-pseudo,,
0.09180824866981767,,0.009218030309904406,,dimeric-bEFNB3,NiV-pseudo,,
0.09616376752531541,,0.00883134368494859,,dimeric-bEFNB3,NiV-pseudo,,
0.098039,2.5e-05,0.00867500918460416,1.4999999999999999e-05,dimeric-bEFNB3,NiV-pseudo,3.9999999999999996e-05,1.0000000000000003e-05
0.10072591862546933,,0.008460739635715073,,dimeric-bEFNB3,NiV-pseudo,,
0.10550450490902177,,0.008105560664415633,,dimeric-bEFNB3,NiV-pseudo,,
0.11050979438060136,,0.007765175216503586,,dimeric-bEFNB3,NiV-pseudo,,
0.11575254217413515,,0.0074389767345598365,,dimeric-bEFNB3,NiV-pseudo,,
0.12124401366298176,,0.007126382740140588,,dimeric-bEFNB3,NiV-pseudo,,
0.12699600866644328,,0.006826833943344508,,dimeric-bEFNB3,NiV-pseudo,,
0.13302088680466978,,0.00653979337979635,,dimeric-bEFNB3,NiV-pseudo,,
0.13933159405643816,,0.006264745574691103,,dimeric-bEFNB3,NiV-pseudo,,
0.14594169057687076,,0.006001195733496575,,dimeric-bEFNB3,NiV-pseudo,,
0.15286537983486825,,0.005748668958872586,,dimeric-bEFNB3,NiV-pseudo,,
0.16011753913286458,,0.0055067094933311835,,dimeric-bEFNB3,NiV-pseudo,,
0.16771375157448545,,0.00527487998713346,,dimeric-bEFNB3,NiV-pseudo,,
0.17567033954879765,,0.005052760790895038,,dimeric-bEFNB3,NiV-pseudo,,
0.18400439980310268,,0.004839949272352513,,dimeric-bEFNB3,NiV-pseudo,,
0.19273384017963427,,0.004636059156727935,,dimeric-bEFNB3,NiV-pseudo,,
0.20187741809509951,,0.004440719890116243,,dimeric-bEFNB3,NiV-pseudo,,
0.21145478084574618,,0.004253576025311929,,dimeric-bEFNB3,NiV-pseudo,,
9.274831736462816e-05,,0.9891467050683449,,monomeric-bEFNB3,NiV-pseudo,,
9.714715734175318e-05,,0.9889665648334481,,monomeric-bEFNB3,NiV-pseudo,,
0.00010175462421038571,,0.9887834685811779,,monomeric-bEFNB3,NiV-pseudo,,
0.00010658061266551074,,0.9885973689389534,,monomeric-bEFNB3,NiV-pseudo,,
0.00011163548668480283,,0.988408217812949,,monomeric-bEFNB3,NiV-pseudo,,
0.00011693010178562826,,0.9882159663783885,,monomeric-bEFNB3,NiV-pseudo,,
0.00012247582833764515,,0.9880205650697556,,monomeric-bEFNB3,NiV-pseudo,,
0.0001282845759810671,,0.987821963570917,,monomeric-bEFNB3,NiV-pseudo,,
0.00013436881920302822,,0.9876201108051624,,monomeric-bEFNB3,NiV-pseudo,,
0.0001407416241269779,,0.9874149549251596,,monomeric-bEFNB3,NiV-pseudo,,
0.00014741667657263392,,0.9872064433028279,,monomeric-bEFNB3,NiV-pseudo,,
0.00015440831144675516,,0.9869945225191304,,monomeric-bEFNB3,NiV-pseudo,,
0.00016173154352785142,,0.9867791383537865,,monomeric-bEFNB3,NiV-pseudo,,
0.00016940209971094133,,0.9865602357749053,,monomeric-bEFNB3,NiV-pseudo,,
0.00017743645278160504,,0.9863377589285433,,monomeric-bEFNB3,NiV-pseudo,,
0.00018585185679186291,,0.986111651128186,,monomeric-bEFNB3,NiV-pseudo,,
0.00019466638411385107,,0.9858818548441576,,monomeric-bEFNB3,NiV-pseudo,,
0.0002,1.02474,0.9857460804681158,0.02252000000000004,monomeric-bEFNB3,NiV-pseudo,1.04726,1.0022199999999999
0.00020389896425086754,,0.9856483116929564,,monomeric-bEFNB3,NiV-pseudo,,
0.00021356942448913773,,0.9854109624265239,,monomeric-bEFNB3,NiV-pseudo,,
0.00022369853247759886,,0.985169746921444,,monomeric-bEFNB3,NiV-pseudo,,
0.00023430804082714784,,0.9849246041680784,,monomeric-bEFNB3,NiV-pseudo,,
0.0002454207338251273,,0.984675472259638,,monomeric-bEFNB3,NiV-pseudo,,
0.0002570604763653733,,0.9844222883811963,,monomeric-bEFNB3,NiV-pseudo,,
0.00026925226519890346,,0.9841649887986416,,monomeric-bEFNB3,NiV-pseudo,,
0.0002820222826153065,,0.9839035088475778,,monomeric-bEFNB3,NiV-pseudo,,
0.0002953979526701182,,0.9836377829221712,,monomeric-bEFNB3,NiV-pseudo,,
0.0003094080000789323,,0.9833677444639489,,monomeric-bEFNB3,NiV-pseudo,,
0.0003240825119047236,,0.9830933259505525,,monomeric-bEFNB3,NiV-pseudo,,
0.00033945300217086015,,0.9828144588844476,,monomeric-bEFNB3,NiV-pseudo,,
0.00035555247953856237,,0.9825310737815971,,monomeric-bEFNB3,NiV-pseudo,,
0.0003724155181941462,,0.9822431001600981,,monomeric-bEFNB3,NiV-pseudo,,
0.00039007833209829263,,0.9819504665287884,,monomeric-bEFNB3,NiV-pseudo,,
0.00040857885275677935,,0.981653100375826,,monomeric-bEFNB3,NiV-pseudo,,
0.00042795681067970973,,0.9813509281572459,,monomeric-bEFNB3,NiV-pseudo,,
0.0004482538207041604,,0.9810438752855007,,monomeric-bEFNB3,NiV-pseudo,,
0.00046951347136348813,,0.9807318661179845,,monomeric-bEFNB3,NiV-pseudo,,
0.0004917814184952176,,0.9804148239455521,,monomeric-bEFNB3,NiV-pseudo,,
0.0005151054832885373,,0.9800926709810319,,monomeric-bEFNB3,NiV-pseudo,,
0.0005395357549819623,,0.9797653283477433,,monomeric-bEFNB3,NiV-pseudo,,
0.0005651246984317123,,0.9794327160680201,,monomeric-bEFNB3,NiV-pseudo,,
0.0005919272667818115,,0.9790947530517483,,monomeric-bEFNB3,NiV-pseudo,,
0.0006,0.93758,0.9789949331094056,0.02681,monomeric-bEFNB3,NiV-pseudo,0.96439,0.91077
0.0006200010194778694,,0.9787513570849226,,monomeric-bEFNB3,NiV-pseudo,,
0.0006494062458779943,,0.9784024448182294,,monomeric-bEFNB3,NiV-pseudo,,
0.0006802060947262731,,0.9780479317556614,,monomeric-bEFNB3,NiV-pseudo,,
0.0007124667097668978,,0.9776877322431723,,monomeric-bEFNB3,NiV-pseudo,,
0.000746257371790148,,0.9773217594573761,,monomeric-bEFNB3,NiV-pseudo,,
0.0007816506474152927,,0.9769499253943011,,monomeric-bEFNB3,NiV-pseudo,,
0.0008187225449299238,,0.9765721408582044,,monomeric-bEFNB3,NiV-pseudo,,
0.0008575526775203905,,0.976188315450455,,monomeric-bEFNB3,NiV-pseudo,,
0.0008982244342438807,,0.9757983575584948,,monomeric-bEFNB3,NiV-pseudo,,
0.000940825159109314,,0.975402174344884,,monomeric-bEFNB3,NiV-pseudo,,
0.000985446338651633,,0.9749996717364416,,monomeric-bEFNB3,NiV-pseudo,,
0.0010321837984023075,,0.9745907544134895,,monomeric-bEFNB3,NiV-pseudo,,
0.001081137908677999,,0.9741753257992075,,monomeric-bEFNB3,NiV-pseudo,,
0.0011324138001292828,,0.9737532880491133,,monomeric-bEFNB3,NiV-pseudo,,
0.001186121589512387,,0.9733245420406734,,monomeric-bEFNB3,NiV-pseudo,,
0.0012423766161687292,,0.9728889873630575,,monomeric-bEFNB3,NiV-pseudo,,
0.0013012996897201685,,0.9724465223070455,,monomeric-bEFNB3,NiV-pseudo,,
0.0013630173495118533,,0.9719970438551014,,monomeric-bEFNB3,NiV-pseudo,,
0.0014276621363598593,,0.9715404476716211,,monomeric-bEFNB3,NiV-pseudo,,
0.0014953728771871897,,0.9710766280933696,,monomeric-bEFNB3,NiV-pseudo,,
0.0015662949831594104,,0.970605478120118,,monomeric-bEFNB3,NiV-pseudo,,
0.0016405807619601762,,0.9701268894054933,,monomeric-bEFNB3,NiV-pseudo,,
0.001718389744877257,,0.9696407522480542,,monomeric-bEFNB3,NiV-pseudo,,
0.00179,0.924655,0.9692060716295464,0.054294999999999975,monomeric-bEFNB3,NiV-pseudo,0.97895,0.87036
0.0017998890294015336,,0.9691469555826057,,monomeric-bEFNB3,NiV-pseudo,,
0.0018852536380746328,,0.9686453869717664,,monomeric-bEFNB3,NiV-pseudo,,
0.001974666894355935,,0.9681359325978042,,monomeric-bEFNB3,NiV-pseudo,,
0.002068320816316041,,0.9676184772547518,,monomeric-bEFNB3,NiV-pseudo,,
0.0021664165290022582,,0.9670929043408213,,monomeric-bEFNB3,NiV-pseudo,,
0.0022691646963616126,,0.9665590958511281,,monomeric-bEFNB3,NiV-pseudo,,
0.0023767859736489867,,0.9660169323707454,,monomeric-bEFNB3,NiV-pseudo,,
0.002489511481291935,,0.9654662930681018,,monomeric-bEFNB3,NiV-pseudo,,
0.002607583301229823,,0.9649070556887414,,monomeric-bEFNB3,NiV-pseudo,,
0.0027312549967931955,,0.9643390965494595,,monomeric-bEFNB3,NiV-pseudo,,
0.002860792157239816,,0.9637622905328385,,monomeric-bEFNB3,NiV-pseudo,,
0.002996472968116839,,0.9631765110821949,,monomeric-bEFNB3,NiV-pseudo,,
0.0031385888086738895,,0.9625816301969607,,monomeric-bEFNB3,NiV-pseudo,,
0.003287444877610157,,0.9619775184285162,,monomeric-bEFNB3,NiV-pseudo,,
0.003443360848499143,,0.9613640448764956,,monomeric-bEFNB3,NiV-pseudo,,
0.0036066715562988057,,0.9607410771855831,,monomeric-bEFNB3,NiV-pseudo,,
0.0037777277164212013,,0.9601084815428217,,monomeric-bEFNB3,NiV-pseudo,,
0.003956896677906037,,0.9594661226754554,,monomeric-bEFNB3,NiV-pseudo,,
0.004144563212315469,,0.9588138638493271,,monomeric-bEFNB3,NiV-pseudo,,
0.004341130340044382,,0.9581515668678516,,monomeric-bEFNB3,NiV-pseudo,,
0.0045470201958206745,,0.9574790920715897,,monomeric-bEFNB3,NiV-pseudo,,
0.004762674935254238,,0.9567962983384443,,monomeric-bEFNB3,NiV-pseudo,,
0.004988557684381476,,0.9561030430845021,,monomeric-bEFNB3,NiV-pseudo,,
0.005225153534244509,,0.955399182265546,,monomeric-bEFNB3,NiV-pseudo,,
0.00537,0.9658599999999999,0.9549787986012593,0.021460000000000007,monomeric-bEFNB3,NiV-pseudo,0.98732,0.9443999999999999
0.005472970582641083,,0.9546845703792616,,monomeric-bEFNB3,NiV-pseudo,,
0.00573254102528214,,0.9539590604681633,,monomeric-bEFNB3,NiV-pseudo,,
0.006004422298700663,,0.953222504123266,,monomeric-bEFNB3,NiV-pseudo,,
0.0062891982773658865,,0.9524747514885272,,monomeric-bEFNB3,NiV-pseudo,,
0.006587480527574051,,0.9517156512660873,,monomeric-bEFNB3,NiV-pseudo,,
0.00689990962080821,,0.9509450507223335,,monomeric-bEFNB3,NiV-pseudo,,
0.007227156509387726,,0.9501627956948174,,monomeric-bEFNB3,NiV-pseudo,,
0.007569923967361661,,0.9493687306000509,,monomeric-bEFNB3,NiV-pseudo,,
0.007928948099740433,,0.9485626984422107,,monomeric-bEFNB3,NiV-pseudo,,
0.008304999923306876,,0.9477445408227811,,monomeric-bEFNB3,NiV-pseudo,,
0.008698887022401501,,0.9469140979511611,,monomeric-bEFNB3,NiV-pseudo,,
0.009111455283237972,,0.9460712086562699,,monomeric-bEFNB3,NiV-pseudo,,
0.009543590710472998,,0.9452157103991766,,monomeric-bEFNB3,NiV-pseudo,,
0.009996221329932161,,0.9443474392867885,,monomeric-bEFNB3,NiV-pseudo,,
0.010470319181577545,,0.9434662300866261,,monomeric-bEFNB3,NiV-pseudo,,
0.01096690240699729,,0.9425719162427167,,monomeric-bEFNB3,NiV-pseudo,,
0.011487037435899987,,0.9416643298926398,,monomeric-bEFNB3,NiV-pseudo,,
0.012031841276309475,,0.9407433018857548,,monomeric-bEFNB3,NiV-pseudo,,
0.012602483913378345,,0.9398086618026437,,monomeric-bEFNB3,NiV-pseudo,,
0.013200190821971648,,0.9388602379758009,,monomeric-bEFNB3,NiV-pseudo,,
0.013826245598416694,,0.9378978575116057,,monomeric-bEFNB3,NiV-pseudo,,
0.014481992717070707,,0.9369213463136057,,monomeric-bEFNB3,NiV-pseudo,,
0.015168840417626166,,0.9359305291071499,,monomeric-bEFNB3,NiV-pseudo,,
0.015888263729354417,,0.9349252294654012,,monomeric-bEFNB3,NiV-pseudo,,
0.0161,0.9733449999999999,0.9346353310329465,0.0005849999999999744,monomeric-bEFNB3,NiV-pseudo,0.9739299999999999,0.97276
0.01664180763878217,,0.9339052698367644,,monomeric-bEFNB3,NiV-pseudo,,
0.017431090407603773,,0.9328704715737612,,monomeric-bEFNB3,NiV-pseudo,,
0.01825780704795426,,0.9318206549633907,,monomeric-bEFNB3,NiV-pseudo,,
0.019123732962506794,,0.9307556392590025,,monomeric-bEFNB3,NiV-pseudo,,
0.020030727757211486,,0.9296752427137238,,monomeric-bEFNB3,NiV-pseudo,,
0.02098073923486371,,0.9285792826154698,,monomeric-bEFNB3,NiV-pseudo,,
0.021975807578078196,,0.9274675753235727,,monomeric-bEFNB3,NiV-pseudo,,
0.023018069730652,,0.9263399363070647,,monomeric-bEFNB3,NiV-pseudo,,
0.02410976398672544,,0.9251961801846458,,monomeric-bEFNB3,NiV-pseudo,,
0.025253234797596467,,0.9240361207663739,,monomeric-bEFNB3,NiV-pseudo,,
0.026450937806511154,,0.9228595710971069,,monomeric-bEFNB3,NiV-pseudo,,
0.02770544512224283,,0.9216663435017309,,monomeric-bEFNB3,NiV-pseudo,,
0.02901945084278479,,0.9204562496322102,,monomeric-bEFNB3,NiV-pseudo,,
0.030395776841019413,,0.9192291005164859,,monomeric-bEFNB3,NiV-pseudo,,
0.031837378824787974,,0.9179847066092603,,monomeric-bEFNB3,NiV-pseudo,,
0.03334735268437584,,0.9167228778446946,,monomeric-bEFNB3,NiV-pseudo,,
0.03492894114104428,,0.9154434236910527,,monomeric-bEFNB3,NiV-pseudo,,
0.036585540710886884,,0.91414615320732,,monomeric-bEFNB3,NiV-pseudo,,
0.038320708998965794,,0.9128308751018274,,monomeric-bEFNB3,NiV-pseudo,,
0.04013817233939194,,0.9114973977929078,,monomeric-bEFNB3,NiV-pseudo,,
0.04204183379775693,,0.9101455294716149,,monomeric-bEFNB3,NiV-pseudo,,
0.04403578155310181,,0.9087750781665267,,monomeric-bEFNB3,NiV-pseudo,,
0.04612429767742349,,0.9073858518106651,,monomeric-bEFNB3,NiV-pseudo,,
0.04831,0.9053549999999999,0.9059788409142907,0.018465000000000037,monomeric-bEFNB3,NiV-pseudo,0.92382,0.8868899999999998
0.04831186733157269,,0.9059776583105502,,monomeric-bEFNB3,NiV-pseudo,,
0.050603188397292914,,0.9045503056174173,,monomeric-bEFNB3,NiV-pseudo,,
0.05300318156608423,,0.9031036018006152,,monomeric-bEFNB3,NiV-pseudo,,
0.05551700090655909,,0.9016373551232075,,monomeric-bEFNB3,NiV-pseudo,,
0.058150044932983536,,0.9001513741197975,,monomeric-bEFNB3,NiV-pseudo,,
0.06090796819877393,,0.8986454676765909,,monomeric-bEFNB3,NiV-pseudo,,
0.06379669343984659,,0.8971194451137149,,monomeric-bEFNB3,NiV-pseudo,,
0.06682242429389879,,0.8955731162698071,,monomeric-bEFNB3,NiV-pseudo,,
0.06999165862293588,,0.8940062915888841,,monomeric-bEFNB3,NiV-pseudo,,
0.07331120246765548,,0.8924187822095052,,monomeric-bEFNB3,NiV-pseudo,,
0.07678818466365604,,0.890810400056231,,monomeric-bEFNB3,NiV-pseudo,,
0.08043007215085879,,0.8891809579333936,,monomeric-bEFNB3,NiV-pseudo,,
0.08424468600901995,,0.8875302696211705,,monomeric-bEFNB3,NiV-pseudo,,
0.08824021825377142,,0.8858581499739734,,monomeric-bEFNB3,NiV-pseudo,,
0.09242524942925828,,0.8841644150211425,,monomeric-bEFNB3,NiV-pseudo,,
0.09680876703515522,,0.8824488820699494,,monomeric-bEFNB3,NiV-pseudo,,
0.10140018482763391,,0.8807113698108958,,monomeric-bEFNB3,NiV-pseudo,,
0.1062093630357311,,0.8789516984253026,,monomeric-bEFNB3,NiV-pseudo,,
0.11124662953653261,,0.8771696896951752,,monomeric-bEFNB3,NiV-pseudo,,
0.11652280203464775,,0.875365167115329,,monomeric-bEFNB3,NiV-pseudo,,
0.1220492112936054,,0.8735379560077583,,monomeric-bEFNB3,NiV-pseudo,,
0.12783772546906177,,0.8716878836382237,,monomeric-bEFNB3,NiV-pseudo,,
0.13390077559607672,,0.8698147793350351,,monomeric-bEFNB3,NiV-pseudo,,
0.14025138228519282,,0.8679184746099997,,monomeric-bEFNB3,NiV-pseudo,,
0.14493,0.85844,0.8665614558874348,0.02137,monomeric-bEFNB3,NiV-pseudo,0.87981,0.83707
0.14690318368464786,,0.8659988032815027,,monomeric-bEFNB3,NiV-pseudo,,
0.15387046476877245,,0.8640556015996843,,monomeric-bEFNB3,NiV-pseudo,,
0.16116818801546717,,0.8620887083736736,,monomeric-bEFNB3,NiV-pseudo,,
0.16881202553864363,,0.860097965100833,,monomeric-bEFNB3,NiV-pseudo,,
0.17681839274463265,,0.8580832160979679,,monomeric-bEFNB3,NiV-pseudo,,
0.18520448358483907,,0.8560443086344451,,monomeric-bEFNB3,NiV-pseudo,,
0.19398830748034906,,0.8539810930671685,,monomeric-bEFNB3,NiV-pseudo,,
0.20318872799778692,,0.8518934229773456,,monomeric-bEFNB3,NiV-pseudo,,
0.2128255033594788,,0.8497811553089829,,monomeric-bEFNB3,NiV-pseudo,,
0.22291932887492097,,0.8476441505090403,,monomeric-bEFNB3,NiV-pseudo,,
0.23349188138467522,,0.8454822726691651,,monomeric-bEFNB3,NiV-pseudo,,
0.24456586581213535,,0.8432953896689346,,monomeric-bEFNB3,NiV-pseudo,,
0.2561650639231393,,0.8410833733205146,,monomeric-bEFNB3,NiV-pseudo,,
0.2683143853981358,,0.8388460995146507,,monomeric-bEFNB3,NiV-pseudo,,
0.2810399213265876,,0.836583448367897,,monomeric-bEFNB3,NiV-pseudo,,
0.2943690002384915,,0.834295304370982,,monomeric-bEFNB3,NiV-pseudo,,
0.308330246793345,,0.8319815565382115,,monomeric-bEFNB3,NiV-pseudo,,
0.3229536432525957,,0.8296420985577965,,monomeric-bEFNB3,NiV-pseudo,,
0.3382705938675881,,0.827276828942995,,monomeric-bEFNB3,NiV-pseudo,,
0.3543139923212837,,0.8248856511839479,,monomeric-bEFNB3,NiV-pseudo,,
0.3711182923685856,,0.8224684739000848,,monomeric-bEFNB3,NiV-pseudo,,
0.38871958182697375,,0.8200252109929747,,monomeric-bEFNB3,NiV-pseudo,,
0.4071556600763452,,0.8175557817994826,,monomeric-bEFNB3,NiV-pseudo,,
0.42646611923449224,,0.8150601112450975,,monomeric-bEFNB3,NiV-pseudo,,
0.43478,0.8126450000000001,0.814012486981426,0.0006449999999999789,monomeric-bEFNB3,NiV-pseudo,0.8132900000000001,0.812
0.44669242918255225,,0.8125381299972869,,monomeric-bEFNB3,NiV-pseudo,,
0.46787802662301464,,0.8099897746187297,,monomeric-bEFNB3,NiV-pseudo,,
0.4900684083615469,,0.807414987720274,,monomeric-bEFNB3,NiV-pseudo,,
0.5133112290129639,,0.8048137181134615,,monomeric-bEFNB3,NiV-pseudo,,
0.5376564033411666,,0.8021859209624578,,monomeric-bEFNB3,NiV-pseudo,,
0.5631562134528303,,0.7995315579352197,,monomeric-bEFNB3,NiV-pseudo,,
0.5898654210750416,,0.7968505973537265,,monomeric-bEFNB3,NiV-pseudo,,
0.6178413851580092,,0.794143014343105,,monomeric-bEFNB3,NiV-pseudo,,
0.647144185055399,,0.7914087909794612,,monomeric-bEFNB3,NiV-pseudo,,
0.6778367495468306,,0.7886479164362398,,monomeric-bEFNB3,NiV-pseudo,,
0.7099849919796171,,0.7858603871289215,,monomeric-bEFNB3,NiV-pseudo,,
0.7436579518199616,,0.7830462068578671,,monomeric-bEFNB3,NiV-pseudo,,
0.778927942917612,,0.780205386949113,,monomeric-bEFNB3,NiV-pseudo,,
0.815870708802359,,0.7773379463929213,,monomeric-bEFNB3,NiV-pseudo,,
0.8545655853458959,,0.7744439119798819,,monomeric-bEFNB3,NiV-pseudo,,
0.895095671138356,,0.7715233184343642,,monomeric-bEFNB3,NiV-pseudo,,
0.9375480059454191,,0.7685762085451107,,monomeric-bEFNB3,NiV-pseudo,,
